state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log
Arunachal Pradesh,Papum Pare,2025,9,159,2025-09-01,,,,0.0,70.96,2.240698985312279,5.075173815233827
Arunachal Pradesh,Papum Pare,2025,10,119,2025-10-01,159.0,159.0,159.0,0.0,34.291666666666664,3.4702308625962512,4.787491742782046
Arunachal Pradesh,Papum Pare,2025,11,111,2025-11-01,119.0,159.0,139.0,28.284271247461902,31.64,3.5082174461596645,4.718498871295094
Arunachal Pradesh,Papum Pare,2025,12,45,2025-12-01,111.0,119.0,129.66666666666666,25.716402029314544,15.333333333333334,2.934782608504253,3.828641396489095
Arunachal Pradesh,Shi-Yomi,2025,9,5,2025-09-01,,,,0.0,70.96,0.07046223224252449,1.791759469228055
Arunachal Pradesh,Shi-Yomi,2025,10,7,2025-10-01,5.0,5.0,5.0,0.0,34.291666666666664,0.2041312272115442,2.0794415416798357
Arunachal Pradesh,Shi-Yomi,2025,11,17,2025-11-01,7.0,5.0,6.0,1.4142135623730951,31.64,0.537294563826255,2.8903717578961645
Arunachal Pradesh,Shi-Yomi,2025,12,2,2025-12-01,17.0,7.0,9.666666666666666,6.429100507328637,15.333333333333334,0.13043478260018904,1.0986122886681098
Arunachal Pradesh,Siang,2025,9,74,2025-09-01,,,,0.0,70.96,1.0428410371893624,4.31748811353631
Arunachal Pradesh,Siang,2025,10,14,2025-10-01,74.0,74.0,74.0,0.0,34.291666666666664,0.4082624544230884,2.70805020110221
Arunachal Pradesh,Siang,2025,11,12,2025-11-01,14.0,74.0,44.0,42.42640687119285,31.64,0.37926675093617995,2.5649493574615367
Arunachal Pradesh,Siang,2025,12,2,2025-12-01,12.0,14.0,33.333333333333336,35.23256069793017,15.333333333333334,0.13043478260018904,1.0986122886681098
Arunachal Pradesh,Tawang,2025,9,70,2025-09-01,,,,0.0,70.96,0.9864712513953429,4.2626798770413155
Arunachal Pradesh,Tawang,2025,10,32,2025-10-01,70.0,70.0,70.0,0.0,34.291666666666664,0.9331713243956307,3.4965075614664802
Arunachal Pradesh,Tawang,2025,11,33,2025-11-01,32.0,70.0,51.0,26.870057685088806,31.64,1.0429835650744947,3.5263605246161616
Arunachal Pradesh,Tawang,2025,12,18,2025-12-01,33.0,32.0,45.0,21.656407827707714,15.333333333333334,1.1739130434017013,2.9444389791664403
Arunachal Pradesh,Tirap,2025,9,26,2025-09-01,,,,0.0,70.96,0.36640360766112734,3.295836866004329
Arunachal Pradesh,Tirap,2025,10,23,2025-10-01,26.0,26.0,26.0,0.0,34.291666666666664,0.6707168894093595,3.1780538303479458
Arunachal Pradesh,Tirap,2025,11,30,2025-11-01,23.0,26.0,24.5,2.1213203435596424,31.64,0.9481668773404498,3.4339872044851463
Arunachal Pradesh,Tirap,2025,12,10,2025-12-01,30.0,23.0,26.333333333333332,3.5118845842842465,15.333333333333334,0.6521739130009452,2.3978952727983707
Arunachal Pradesh,Upper Siang,2025,9,15,2025-09-01,,,,0.0,70.96,0.2113866967275735,2.772588722239781
Arunachal Pradesh,Upper Siang,2025,10,13,2025-10-01,15.0,15.0,15.0,0.0,34.291666666666664,0.37910085053572495,2.6390573296152584
Arunachal Pradesh,Upper Siang,2025,11,9,2025-11-01,13.0,15.0,14.0,1.4142135623730951,31.64,0.28445006320213495,2.302585092994046
Arunachal Pradesh,Upper Siang,2025,12,4,2025-12-01,9.0,13.0,12.333333333333334,3.0550504633038935,15.333333333333334,0.2608695652003781,1.6094379124341003
Arunachal Pradesh,Upper Subansiri,2025,9,56,2025-09-01,,,,0.0,70.96,0.7891770011162743,4.04305126783455
Arunachal Pradesh,Upper Subansiri,2025,10,31,2025-10-01,56.0,56.0,56.0,0.0,34.291666666666664,0.9040097205082672,3.4657359027997265
Arunachal Pradesh,Upper Subansiri,2025,11,32,2025-11-01,31.0,56.0,43.5,17.67766952966369,31.64,1.0113780024964798,3.4965075614664802
Arunachal Pradesh,Upper Subansiri,2025,12,20,2025-12-01,32.0,31.0,39.666666666666664,14.153915830374762,15.333333333333334,1.3043478260018904,3.044522437723423
Arunachal Pradesh,West Kameng,2025,7,83,2025-07-01,,,,0.0,242.0,0.342975206610153,4.430816798843313
Arunachal Pradesh,West Kameng,2025,9,82,2025-09-01,83.0,83.0,83.0,0.0,70.96,1.1555806087774017,4.418840607796598
Arunachal Pradesh,West Kameng,2025,10,46,2025-10-01,82.0,83.0,82.5,0.7071067811865476,34.291666666666664,1.341433778818719,3.8501476017100584
Arunachal Pradesh,West Kameng,2025,11,42,2025-11-01,46.0,82.0,70.33333333333333,21.07921567168317,31.64,1.3274336282766297,3.7612001156935624
Arunachal Pradesh,West Kameng,2025,12,20,2025-12-01,42.0,46.0,56.666666666666664,22.0302821891444,15.333333333333334,1.3043478260018904,3.044522437723423
Arunachal Pradesh,West Siang,2025,9,80,2025-09-01,,,,0.0,70.96,1.1273957158803918,4.394449154672439
Arunachal Pradesh,West Siang,2025,10,41,2025-10-01,80.0,80.0,80.0,0.0,34.291666666666664,1.1956257593819017,3.7376696182833684
Arunachal Pradesh,West Siang,2025,11,41,2025-11-01,41.0,80.0,60.5,27.577164466275352,31.64,1.2958280656986148,3.7376696182833684
Arunachal Pradesh,West Siang,2025,12,24,2025-12-01,41.0,41.0,54.0,22.516660498395403,15.333333333333334,1.5652173912022684,3.2188758248682006
Assam,Bajali,2025,9,12,2025-09-01,,,,0.0,1368.6216216216217,0.008767945654528635,2.5649493574615367
Assam,Bajali,2025,10,4,2025-10-01,12.0,12.0,12.0,0.0,696.9459459459459,0.005739326016977068,1.6094379124341003
Assam,Bajali,2025,11,5,2025-11-01,4.0,12.0,8.0,5.656854249492381,806.0540540540541,0.006203057939906467,1.791759469228055
Assam,Bajali,2025,12,5,2025-12-01,5.0,4.0,7.0,4.358898943540674,544.8378378378378,0.009177042512012524,1.791759469228055
Assam,Baksa,2025,3,38,2025-03-01,,,,0.0,155.75,0.24398073836119435,3.6635616461296463
Assam,Baksa,2025,4,1078,2025-04-01,38.0,38.0,38.0,0.0,801.6875,1.3446636002166124,6.983789965258135
Assam,Baksa,2025,5,82,2025-05-01,1078.0,38.0,558.0,735.3910524340095,549.875,0.14912480109088588,4.418840607796598
Assam,Baksa,2025,6,52,2025-06-01,82.0,1078.0,399.3333333333333,588.1541747988646,423.2173913043478,0.12286829669171709,3.970291913552122
Assam,Baksa,2025,7,220,2025-07-01,52.0,82.0,404.0,583.8938259649609,1778.3703703703704,0.12370876374534863,5.3981627015177525
Assam,Baksa,2025,9,709,2025-09-01,220.0,52.0,118.0,89.59910713840847,1368.6216216216217,0.5180394557550669,6.565264970035361
Assam,Baksa,2025,10,567,2025-10-01,709.0,220.0,327.0,341.3194984175384,696.9459459459459,0.8135494629064993,6.342121418721152
Assam,Baksa,2025,11,453,2025-11-01,567.0,709.0,498.6666666666667,251.55980071015586,806.0540540540541,0.561997049355526,6.118097198041348
Assam,Baksa,2025,12,385,2025-12-01,453.0,567.0,576.3333333333334,128.25495442022245,544.8378378378378,0.7066322734249643,5.955837369464831
Assam,Barpeta,2025,3,68,2025-03-01,,,,0.0,155.75,0.43659711075161095,4.23410650459726
Assam,Barpeta,2025,4,215,2025-04-01,68.0,68.0,68.0,0.0,801.6875,0.2681842987445006,5.375278407684165
Assam,Barpeta,2025,5,183,2025-05-01,215.0,68.0,141.5,103.94469683442249,549.875,0.3328029097516112,5.214935757608986
Assam,Barpeta,2025,6,1179,2025-06-01,183.0,215.0,155.33333333333334,77.30674830396977,423.2173913043478,2.7858023422987395,7.07326971745971
Assam,Barpeta,2025,7,4389,2025-07-01,1179.0,183.0,525.6666666666666,566.0294456415967,1778.3703703703704,2.4679898367197053,8.387084506069217
Assam,Barpeta,2025,9,3702,2025-09-01,4389.0,1179.0,1917.0,2197.974522145332,1368.6216216216217,2.704911234422084,8.216898580913613
Assam,Barpeta,2025,10,1584,2025-10-01,3702.0,4389.0,3090.0,1690.2464317371002,696.9459459459459,2.272773102722919,7.368339686311381
Assam,Barpeta,2025,11,1670,2025-11-01,1584.0,3702.0,3225.0,1462.0714756809941,806.0540540540541,2.0718213519287603,7.421177528595393
Assam,Barpeta,2025,12,1043,2025-12-01,1670.0,1584.0,2318.6666666666665,1198.7732618528548,544.8378378378378,1.9143310680058123,6.950814768442584
Assam,Biswanath,2025,4,250,2025-04-01,,,,0.0,801.6875,0.31184220784244254,5.5254529391317835
Assam,Biswanath,2025,9,337,2025-09-01,250.0,250.0,250.0,0.0,1368.6216216216217,0.24623314046467917,5.823045895483019
Assam,Biswanath,2025,10,200,2025-10-01,337.0,250.0,293.5,61.518289963229634,696.9459459459459,0.2869663008488534,5.303304908059076
Assam,Biswanath,2025,11,307,2025-11-01,200.0,337.0,262.3333333333333,69.32772413207671,806.0540540540541,0.3808677575102571,5.730099782973574
Assam,Biswanath,2025,12,178,2025-12-01,307.0,200.0,281.3333333333333,72.0162018807805,544.8378378378378,0.32670271342764584,5.187385805840755
Assam,Bongaigaon,2025,3,89,2025-03-01,,,,0.0,155.75,0.5714285714249026,4.499809670330265
Assam,Bongaigaon,2025,4,369,2025-04-01,89.0,89.0,89.0,0.0,801.6875,0.4602790987754452,5.91350300563827
Assam,Bongaigaon,2025,5,166,2025-05-01,369.0,89.0,229.0,197.9898987322333,549.875,0.30188679245228117,5.117993812416755
Assam,Bongaigaon,2025,6,61,2025-06-01,166.0,369.0,208.0,144.64784823840276,423.2173913043478,0.14413396342682197,4.127134385045092
Assam,Bongaigaon,2025,7,303,2025-07-01,61.0,166.0,198.66666666666666,156.57692465153778,1778.3703703703704,0.1703807064310938,5.717027701406222
Assam,Bongaigaon,2025,9,901,2025-09-01,303.0,61.0,176.66666666666666,121.35210477504434,1368.6216216216217,0.658326586227525,6.804614520062624
Assam,Bongaigaon,2025,10,404,2025-10-01,901.0,303.0,421.6666666666667,432.3902558260689,696.9459459459459,0.5796719277146839,6.003887067106539
Assam,Bongaigaon,2025,11,455,2025-11-01,404.0,901.0,536.0,320.10779434434266,806.0540540540541,0.5644782725314885,6.1224928095143865
Assam,Bongaigaon,2025,12,355,2025-12-01,455.0,404.0,586.6666666666666,273.41238694202076,544.8378378378378,0.6515700183528892,5.87493073085203
Assam,Cachar,2025,4,1748,2025-04-01,,,,0.0,801.6875,2.1804007172343582,7.466799475018602
Assam,Cachar,2025,6,1632,2025-06-01,1748.0,1748.0,1748.0,0.0,423.2173913043478,3.8561742346323515,7.398174092970465
Assam,Cachar,2025,7,5873,2025-07-01,1632.0,1748.0,1690.0,82.02438661763951,1778.3703703703704,3.3024616794383297,8.678291111758565
Assam,Cachar,2025,9,3463,2025-09-01,5873.0,1632.0,3084.3333333333335,2415.7525397551244,1368.6216216216217,2.5302829834693887,8.150179269682326
Assam,Cachar,2025,10,1761,2025-10-01,3463.0,5873.0,3656.0,2127.0771025047497,696.9459459459459,2.526738278974154,7.474204806496124
Assam,Cachar,2025,11,1739,2025-11-01,1761.0,3463.0,3699.0,2066.133587162263,806.0540540540541,2.1574235514994693,7.461640392208575
Assam,Cachar,2025,12,995,2025-12-01,1739.0,1761.0,2321.0,989.0621820694585,544.8378378378378,1.8262314598904923,6.903747257584598
Assam,Charaideo,2025,4,305,2025-04-01,,,,0.0,801.6875,0.3804474935677799,5.723585101952381
Assam,Charaideo,2025,5,50,2025-05-01,305.0,305.0,305.0,0.0,549.875,0.09092975676273529,3.9318256327243257
Assam,Charaideo,2025,9,299,2025-09-01,50.0,305.0,177.5,180.31222920256963,1368.6216216216217,0.2184679792253385,5.703782474656201
Assam,Charaideo,2025,10,168,2025-10-01,299.0,50.0,218.0,145.52319402761884,696.9459459459459,0.24105169271303686,5.1298987149230735
Assam,Charaideo,2025,11,221,2025-11-01,168.0,299.0,172.33333333333334,124.55654673012307,806.0540540540541,0.27417516094386585,5.402677381872279
Assam,Charaideo,2025,12,139,2025-12-01,221.0,168.0,229.33333333333334,65.8963833099612,544.8378378378378,0.2551217818339482,4.941642422609304
Assam,Chirang,2025,3,56,2025-03-01,,,,0.0,155.75,0.3595505617954443,4.04305126783455
Assam,Chirang,2025,4,567,2025-04-01,56.0,56.0,56.0,0.0,801.6875,0.7072581273866597,6.342121418721152
Assam,Chirang,2025,7,1309,2025-07-01,567.0,56.0,311.5,361.3315651863258,1778.3703703703704,0.7360671442848243,7.177782416195197
Assam,Chirang,2025,9,511,2025-09-01,1309.0,567.0,644.0,630.0388876886886,1368.6216216216217,0.3733683524553444,6.238324625039508
Assam,Chirang,2025,10,225,2025-10-01,511.0,1309.0,795.6666666666666,445.44060584249985,696.9459459459459,0.32283708845496006,5.420534999272286
Assam,Chirang,2025,11,320,2025-11-01,225.0,511.0,681.6666666666666,561.7911830327469,806.0540540540541,0.3969957081540139,5.771441123130016
Assam,Chirang,2025,12,298,2025-12-01,320.0,225.0,352.0,145.66056432679346,544.8378378378378,0.5469517337159464,5.700443573390687
Assam,Darrang,2025,4,1264,2025-04-01,,,,0.0,801.6875,1.5766742028513896,7.142827401161621
Assam,Darrang,2025,5,448,2025-05-01,1264.0,1264.0,1264.0,0.0,549.875,0.8147306205941083,6.1070228877422545
Assam,Darrang,2025,6,98,2025-06-01,448.0,1264.0,856.0,576.9991334482228,423.2173913043478,0.2315594822266976,4.59511985013459
Assam,Darrang,2025,7,257,2025-07-01,98.0,448.0,603.3333333333334,598.3187556255724,1778.3703703703704,0.14451432855706636,5.552959584921617
Assam,Darrang,2025,9,1784,2025-09-01,257.0,98.0,267.6666666666667,175.24363992263284,1368.6216216216217,1.3035012539732571,7.487173694213739
Assam,Darrang,2025,10,1050,2025-10-01,1784.0,257.0,713.0,930.9140669256212,696.9459459459459,1.5065730794564802,6.957497370876951
Assam,Darrang,2025,11,1572,2025-11-01,1050.0,1784.0,1030.3333333333333,763.6899458113439,806.0540540540541,1.9502414163065933,7.360739903058278
Assam,Darrang,2025,12,968,2025-12-01,1572.0,1050.0,1468.6666666666667,377.7530057237578,544.8378378378378,1.7766754303256245,6.876264611890766
Assam,Dhemaji,2025,3,85,2025-03-01,,,,0.0,155.75,0.5457463884395137,4.454347296253507
Assam,Dhemaji,2025,4,407,2025-04-01,85.0,85.0,85.0,0.0,801.6875,0.5076791143674965,6.0112671744041615
Assam,Dhemaji,2025,5,591,2025-05-01,407.0,85.0,246.0,227.6883835420683,549.875,1.0747897249355312,6.3835066348840055
Assam,Dhemaji,2025,6,316,2025-06-01,591.0,407.0,361.0,256.117160690181,423.2173913043478,0.7466611875881269,5.75890177387728
Assam,Dhemaji,2025,7,2538,2025-07-01,316.0,591.0,438.0,140.09639538546307,1778.3703703703704,1.42714928357134,7.839525581704678
Assam,Dhemaji,2025,9,906,2025-09-01,2538.0,316.0,1148.3333333333333,1211.3159510768994,1368.6216216216217,0.661979896916912,6.810142450115136
Assam,Dhemaji,2025,10,649,2025-10-01,906.0,2538.0,1253.3333333333333,1151.0001448016126,696.9459459459459,0.9312056462545293,6.476972362889683
Assam,Dhemaji,2025,11,757,2025-11-01,649.0,906.0,1364.3333333333333,1024.5156579249208,806.0540540540541,0.9391429721018392,6.630683385642372
Assam,Dhemaji,2025,12,554,2025-12-01,757.0,649.0,770.6666666666666,129.04392017190725,544.8378378378378,1.0168163103309875,6.318968113746434
Assam,Dhubri,2025,3,416,2025-03-01,,,,0.0,155.75,2.6709470304804435,6.0330862217988015
Assam,Dhubri,2025,4,1732,2025-04-01,416.0,416.0,416.0,0.0,801.6875,2.160442815932442,7.457609289715606
Assam,Dhubri,2025,6,545,2025-06-01,1732.0,416.0,1074.0,930.5525240414966,423.2173913043478,1.2877542634035732,6.302618975744905
Assam,Dhubri,2025,7,1107,2025-07-01,545.0,1732.0,897.6666666666666,725.427000692236,1778.3703703703704,0.6224800066640951,7.010311867307229
Assam,Dhubri,2025,9,3829,2025-09-01,1107.0,545.0,1128.0,593.7785782596069,1368.6216216216217,2.797705325932512,8.250620082174692
Assam,Dhubri,2025,10,1716,2025-10-01,3829.0,1107.0,1827.0,1756.4065588581705,696.9459459459459,2.462170861283162,7.448333860897476
Assam,Dhubri,2025,11,1752,2025-11-01,1716.0,3829.0,2217.3333333333335,1428.573530950834,806.0540540540541,2.1735515021432263,7.469083884921234
Assam,Dhubri,2025,12,1265,2025-12-01,1752.0,1716.0,2432.3333333333335,1209.682740776826,544.8378378378378,2.3217917555391683,7.143617602704121
Assam,Dibrugarh,2025,3,36,2025-03-01,,,,0.0,155.75,0.23113964686849992,3.6109179126442243
Assam,Dibrugarh,2025,4,514,2025-04-01,36.0,36.0,36.0,0.0,801.6875,0.6411475793240619,6.244166900663736
Assam,Dibrugarh,2025,5,384,2025-05-01,514.0,36.0,275.0,337.9970414071697,549.875,0.6983405319378071,5.953243334287785
Assam,Dibrugarh,2025,6,674,2025-06-01,384.0,514.0,311.3333333333333,247.14638037675837,423.2173913043478,1.59256215327341,6.51471269087253
Assam,Dibrugarh,2025,7,2484,2025-07-01,674.0,384.0,524.0,145.25839046333954,1778.3703703703704,1.3967844051974818,7.818027938530729
Assam,Dibrugarh,2025,9,1010,2025-09-01,2484.0,674.0,1180.6666666666667,1137.9953134056982,1368.6216216216217,0.7379687592561601,6.918695219020472
Assam,Dibrugarh,2025,10,621,2025-10-01,1010.0,2484.0,1389.3333333333333,962.7800025620254,696.9459459459459,0.8910303641356898,6.432940092739179
Assam,Dibrugarh,2025,11,772,2025-11-01,621.0,1010.0,1371.6666666666667,982.7483570748585,806.0540540540541,0.9577521459215586,6.650279048587422
Assam,Dibrugarh,2025,12,391,2025-12-01,772.0,621.0,801.0,196.1147623204341,544.8378378378378,0.7176447244393793,5.971261839790462
Assam,Dima Hasao,2025,6,71,2025-06-01,,,,0.0,423.2173913043478,0.16776248202138294,4.276666119016055
Assam,Dima Hasao,2025,7,148,2025-07-01,71.0,71.0,71.0,0.0,1778.3703703703704,0.08322225924687089,5.003946305945459
Assam,Dima Hasao,2025,9,13,2025-09-01,148.0,71.0,109.5,54.44722215136416,1368.6216216216217,0.009498607792406022,2.6390573296152584
Assam,Dima Hasao,2025,10,8,2025-10-01,13.0,148.0,77.33333333333333,67.72247288259145,696.9459459459459,0.011478652033954135,2.1972245773362196
Assam,Dima Hasao,2025,11,5,2025-11-01,8.0,13.0,56.333333333333336,79.42501704962571,806.0540540540541,0.006203057939906467,1.791759469228055
Assam,Dima Hasao,2025,12,3,2025-12-01,5.0,8.0,8.666666666666666,4.0414518843276115,544.8378378378378,0.005506225507207514,1.3862943611198906
Assam,Goalpara,2025,4,1164,2025-04-01,,,,0.0,801.6875,1.4519373197144125,7.060476365999801
Assam,Goalpara,2025,5,781,2025-05-01,1164.0,1164.0,1164.0,0.0,549.875,1.4203228006339252,6.661854740545311
Assam,Goalpara,2025,6,80,2025-06-01,781.0,1164.0,972.5,270.82189719444773,423.2173913043478,0.18902814875648782,4.394449154672439
Assam,Goalpara,2025,7,2898,2025-07-01,80.0,781.0,675.0,549.7190191361401,1778.3703703703704,1.6295818060637288,7.972121128921655
Assam,Goalpara,2025,9,2148,2025-09-01,2898.0,80.0,1253.0,1467.0954297522708,1368.6216216216217,1.5694622721606257,7.67275789664251
Assam,Goalpara,2025,10,902,2025-10-01,2148.0,2898.0,1708.6666666666667,1459.4661124306153,696.9459459459459,1.2942180168283288,6.805722553416985
Assam,Goalpara,2025,11,1003,2025-11-01,902.0,2148.0,1982.6666666666667,1008.2188915772871,806.0540540540541,1.2443334227452374,6.911747300251674
Assam,Goalpara,2025,12,738,2025-12-01,1003.0,902.0,1351.0,692.067193269555,544.8378378378378,1.3545314747730486,6.6052979209482015
Assam,Golaghat,2025,4,1213,2025-04-01,,,,0.0,801.6875,1.5130583924515313,7.101675971619444
Assam,Golaghat,2025,5,1863,2025-05-01,1213.0,1213.0,1213.0,0.0,549.875,3.388042736979517,7.530479995245536
Assam,Golaghat,2025,6,1265,2025-06-01,1863.0,1213.0,1538.0,459.6194077712559,423.2173913043478,2.989007602211964,7.143617602704121
Assam,Golaghat,2025,7,3469,2025-07-01,1265.0,1863.0,1447.0,361.20354372569494,1778.3703703703704,1.9506622792391564,8.151909872940905
Assam,Golaghat,2025,9,1428,2025-09-01,3469.0,1265.0,2199.0,1139.7701522675525,1368.6216216216217,1.0433855328889077,7.264730177929867
Assam,Golaghat,2025,10,665,2025-10-01,1428.0,3469.0,2054.0,1228.1331361053653,696.9459459459459,0.9541629503224376,6.501289670540389
Assam,Golaghat,2025,11,905,2025-11-01,665.0,1428.0,1854.0,1449.7279055050296,806.0540540540541,1.1227534871230707,6.80903930604298
Assam,Golaghat,2025,12,521,2025-12-01,905.0,665.0,999.3333333333334,390.1491167916869,544.8378378378378,0.956247829751705,6.257667587882639
Assam,Hailakandi,2025,4,463,2025-04-01,,,,0.0,801.6875,0.5775317689242035,6.139884552226255
Assam,Hailakandi,2025,7,1016,2025-07-01,463.0,463.0,463.0,0.0,1778.3703703703704,0.5713095634785191,6.92461239604856
Assam,Hailakandi,2025,9,1764,2025-09-01,1016.0,463.0,739.5,391.03004999616076,1368.6216216216217,1.2888880112157095,7.475905969367397
Assam,Hailakandi,2025,10,777,2025-10-01,1764.0,1016.0,1081.0,652.9310836527849,696.9459459459459,1.1148640787977955,6.656726524178391
Assam,Hailakandi,2025,11,871,2025-11-01,777.0,1764.0,1185.6666666666667,514.9100245026633,806.0540540540541,1.0805726931317066,6.77078942390898
Assam,Hailakandi,2025,12,508,2025-12-01,871.0,777.0,1137.3333333333333,544.7406110556963,544.8378378378378,0.9323875192204724,6.2324480165505225
Assam,Hojai,2025,3,89,2025-03-01,,,,0.0,155.75,0.5714285714249026,4.499809670330265
Assam,Hojai,2025,4,1116,2025-04-01,89.0,89.0,89.0,0.0,801.6875,1.3920636158086634,7.018401799069201
Assam,Hojai,2025,6,364,2025-06-01,1116.0,89.0,602.5,726.1986642785843,423.2173913043478,0.8600780768420195,5.8998973535824915
Assam,Hojai,2025,7,2123,2025-07-01,364.0,1116.0,523.0,531.6417967015009,1778.3703703703704,1.1937895701426142,7.66105638236183
Assam,Hojai,2025,9,1454,2025-09-01,2123.0,364.0,1201.0,882.5752092598115,1368.6216216216217,1.0623827484737196,7.282761179605593
Assam,Hojai,2025,10,686,2025-10-01,1454.0,2123.0,1313.6666666666667,887.8571581810519,696.9459459459459,0.9842944119115672,6.532334292222349
Assam,Hojai,2025,11,700,2025-11-01,686.0,1454.0,1421.0,719.0681469791302,806.0540540540541,0.8684281115869055,6.55250788703459
